id,project_id,color_type,colour,dataset_name,datasource_name,y_axis,chart_type,widget_id
152,2,palette,NULL,Water_Raising,leo1311,0,3,146
153,2,palette,#00AD94,Out_Of_Stock,leo1311,0,6,147
154,2,fixed,#7B39B1,Online_Orders_Minute,leo1311,0,17,148
155,2,fixed,#7B39B1,Overall_efficiency,leo1311,NULL,NULL,149
156,2,dynamic,,node_wise_wf_stats,leo1311,NULL,12,150
157,2,dynamic,,Top_Segments,leo1311,NULL,12,151
158,2,dynamic,#00AD94,Top_5_Suppliers,leo1311,NULL,12,152
159,2,dynamic,,Online_TPS,leo1311,NULL,12,153
160,2,dynamic,,CPU_Utilization,leo1311,NULL,12,154
161,2,fixed,#7B39B1,map_data,leo1311,0,14,155
162,2,dynamic,,Execution_per_node,leo1311,NULL,12,156
167,2,palette,#7B39B1,TotalTickets,leo1311,NULL,NULL,161
168,2,fixed,#7B39B1,LowPriorityTickets,leo1311,NULL,NULL,162
173,2,dynamic,NULL,Cluster_Count,leo1311,NULL,NULL,167
174,2,dynamic,NULL,Cluster_Count,leo1311,NULL,NULL,168
194,2,dynamic,NULL,Cluster_Count,leo1311,NULL,NULL,188
195,2,dynamic,NULL,Cluster_Count,leo1311,NULL,NULL,189
283,2,fixed,#7B39B1,TotalTickets,leo1311,NULL,NULL,277
305,2,dynamic,,Acme_bjm2_Failed_Job_Instances_Name,essedummaster,NULL,12,299
306,2,fixed,#7B39B1,OpenTickets,leo1311,NULL,NULL,300
307,2,fixed,#7B39B1,Acme_bjm1_Total_Groups,essedummaster,NULL,NULL,301
308,2,fixed,#7B39B1,CriticalPriorityTickets,leo1311,NULL,NULL,302
309,2,fixed,#7B39B1,HighPriorityTickets,leo1311,NULL,NULL,303
310,2,fixed,#7B39B1,Acme_bjm1_Total_Jobs,essedummaster,NULL,NULL,304
311,2,fixed,#7b39b1,SLAPercentage,leo1311,NULL,NULL,305
312,2,fixed,#7b39b1,TicketsBreachedResolutionSLA,leo1311,NULL,NULL,306
313,2,dynamic,,Acme_bjm2_dependent_running_instances_detail,essedummaster,NULL,12,307
314,2,fixed,#7B39B1,map_data,leo1311,0,14,308
315,2,fixed,#7B39B1,Acme_bjm1_Total_Jobs,essedummaster,NULL,NULL,309
316,2,fixed,#7b39b1,active_application,essedummaster,NULL,NULL,310
317,2,fixed,#7b39b1,failed_application,essedummaster,NULL,NULL,311
318,2,fixed,#7b39b1,unsuccessful_count,essedummaster,NULL,NULL,313
319,2,fixed,#7b39b1,Active_Bots_,AcmeBTF,NULL,NULL,314
320,2,fixed,#7B39B1,ClaimCountFreq,leo1311,NULL,NULL,315
321,2,fixed,#7B39B1,ClaimCountFreq,leo1311,NULL,NULL,316
322,2,fixed,#7B39B1,Total_bots,AcmeBTF,NULL,NULL,317
323,2,palette,NULL,Acme_bjm1_Total_Job_Instances,essedummaster,NULL,NULL,318
324,2,fixed,#7B39B1,workflowcount,AcmeBTF,NULL,NULL,319
325,2,palette,NULL,Acme_bjm1_Total_dependent_job_Instances,essedummaster,NULL,NULL,320
326,2,fixed,#7b39b1,ClaimFreqVariation,leo1311,0,3,321
